user_id,user_name,screen_name,followers_count,description,verified,profile_image_default,protected,favourites_count,user_registration,bot,botoscore
72114049,b'Nicole Faver\xc3\xb3n',Nikitta_22,151167,0,0,0,0,125,06-09-2009,0,0.6
2458410882,b'Contrarian Scientist',MsContrarianSci,6254,1,0,0,0,458646,22-04-2014,1,4.0
377249686,b'Jean Ralphs',Youzhuan45,3,1,0,0,0,83,21-09-2011,1,4.9
1040059738241855490,b'Lena Louise',LenaLouisey,94,1,0,0,0,5031,13-09-2018,0,err
346316723,b'\xe2\x98\xbcPriya\xe2\x98\xbdDave\xe2\x98\x86',Priya_Dave54,519,1,0,0,0,3028,01-08-2011,0,0.8
130834357,b'Super Junior \xec\x9d\xb4\xeb\x8f\x99\xed\x95\xb4',donghae861015,5327471,1,0,0,0,9,08-04-2010,0,1.0
429416375,b'Ms.Breezy\xe2\x99\x8a\xef\xb8\x8f',breezyxjunkie,3547,1,0,0,0,16721,05-12-2011,0,1.6
196108224,b'Mark Hallam',BigSoundsPhoto,266,1,0,0,0,3014,28-09-2010,0,0.1
311451608,b'Shonda Gilliland',ShondaGilliland,617,1,0,0,0,16574,05-06-2011,0,0.2
386162651,b'Jane Fountain-Edgar',JaneFountain1,142,0,0,0,0,14256,06-10-2011,0,0.2
265314276,b'Dungeon Beefaroni',dungeonbeef,246,1,0,0,0,4232,13-03-2011,0,0.0
286703,b'Sarah Weinman',sarahw,381953,1,0,0,0,60080,27-12-2006,0,0.1
161767412,b'\xf0\x9f\x8e\x84\xf0\x9f\x96\x95\xf0\x9f\x8f\xbe',jumping__jaxx,651,1,0,0,0,290426,01-07-2010,0,0.1
52977655,b'Chris Tiu',chris_tiu,1124429,1,0,0,0,2479,02-07-2009,0,0.5
14180365,b'Donald Miller',donaldmiller,222467,1,0,0,0,1254,19-03-2008,0,0.7
3180093456,b'Donna Farrar',donnafarrar2,67,1,0,0,0,8136,30-04-2015,0,0.8
92561430,b'Bonnie Strange',Bonnie_strange,105740,1,0,0,0,2712,25-11-2009,0,0.2
266887195,b'Chloe Sims starship\xe2\x9c\xa8',Chloe_Sims,975575,1,0,0,0,9330,16-03-2011,0,0.7
420503585,b'Amala Paul \xe2\xad\x90\xef\xb8\x8f',Amala_ams,2174403,1,0,0,0,3151,24-11-2011,0,0.7
